code;activite;phase;icr;classant
GFBA001;1;0;661;Y
GFBA002;1;0;460;Y
GFBA003;1;0;839;Y
GFBA004;1;0;480;Y
GFCA001;1;0;362;Y
GFCC001;1;0;391;Y
GFEA001;1;0;2156;Y
GFEA002;1;0;1905;Y
GFEA003;1;0;1484;Y
GFEA004;1;0;1982;Y
GFEA005;1;0;1716;Y
GFEA006;1;0;2365;Y
GFEA007;1;0;1680;Y
GFFA001;1;0;762;Y
GFFA002;1;0;971;Y
GFFA003;1;0;408;Y
GFFA004;1;0;753;Y
GFFA005;1;0;365;Y
GFFA006;1;0;988;Y
GFFA007;1;0;739;Y
GFFA008;1;0;885;Y
GFFA009;1;0;613;Y
GFFA010;1;0;817;Y
GFFA011;1;0;804;Y
GFFA012;1;0;678;Y
GFFA013;1;0;528;Y
GFFA014;1;0;494;Y
GFFA015;1;0;1022;Y
GFFA016;1;0;883;Y
GFFA017;1;0;284;Y
GFFA018;1;0;630;Y
GFFA019;1;0;746;Y
GFFA020;1;0;388;NA
GFFA021;1;0;436;Y
GFFA022;1;0;769;Y
GFFA023;1;0;712;Y
GFFA024;1;0;522;Y
GFFA025;1;0;790;Y
GFFA026;1;0;889;Y
GFFA027;1;0;705;Y
GFFA028;1;0;879;Y
GFFA029;1;0;520;Y
GFFA030;1;0;1097;Y
GFFA031;1;0;934;Y
GFFA032;1;0;394;Y
GFFA033;1;0;1254;Y
GFFA034;1;0;831;Y
GFFA035;1;0;421;Y
GFFC002;1;0;293;Y
GFFC003;1;0;435;Y
GFFC004;1;0;432;Y
GFFC005;1;0;317;Y
GFFC006;1;0;247;Y
GFQJ002;1;0;48;NA
GFQL001;1;0;69;NA
GFQL002;1;0;114;NA
GFQL004;1;0;36;NA
GFQL005;1;0;60;NA
GFQL006;1;0;84;NA
GFQL007;1;0;48;NA
GFQM001;1;0;31;NA
GFQP001;1;0;42;NA
GFQP002;1;0;0;NA
GFQX004;1;0;105;NA
GFQX005;1;0;173;NA
GFQX006;1;0;64;NA
GFQX007;1;0;235;NA
GFQX008;1;0;150;NA
GFQX009;1;0;107;NA
GFQX010;1;0;140;NA
GFQX020;1;0;64;NA
GGBA001;1;0;38;NA
GGCA001;1;0;330;Y
GGFA001;1;0;340;Y
GGFA003;1;0;368;Y
GGHB001;1;0;25;NA
GGHB002;1;0;46;NA
GGJA001;1;0;340;Y
GGJA002;1;0;166;Y
GGJA003;1;0;306;Y
GGJA004;1;0;238;Y
GGJB001;1;0;51;NA
GGJB002;1;0;41;NA
GGJB005;1;0;58;NA
GGJB006;1;0;43;NA
GGJB007;1;0;39;NA
GGJC001;1;0;293;Y
GGJC002;1;0;276;Y
GGLA001;1;0;95;NA
GGLB001;1;0;46;NA
GGLB002;1;0;30;NA
GGLB006;1;0;54;NA
GGLB008;1;0;50;NA
GGLB009;1;0;46;NA
GGLC001;1;0;96;Y
GGNA001;1;0;253;Y
GGNC001;1;0;241;Y
GGPA001;1;0;543;Y
GGPA002;1;0;200;Y
GGQX004;1;0;97;NA
GHFA001;1;0;417;Y
GHFA002;1;0;449;Y
GHFA003;1;0;831;Y
GHFA004;1;0;537;Y
GHJA001;1;0;174;Y
GHJA002;1;0;364;Y
GHQA001;1;0;258;Y
GHQC001;1;0;110;Y
GJQP001;1;0;45;NA
GKGD002;1;0;21;NA
GKGE002;1;0;39;NA
GKKD002;1;0;45;Y
GKKE002;1;0;42;NA
GKLD001;1;0;411;NA
GKQE001;1;0;25;NA
GKQP001;1;0;23;NA
GKQP002;1;0;60;NA
GKQP005;1;0;40;NA
GKQP006;1;0;25;NA
GKQP008;1;0;13;NA
GKQP010;1;0;27;Y
GKQP011;1;0;25;NA
GKRP001;1;0;44;NA
GLBP001;1;0;0;NA
GLBP002;1;0;0;NA
GLBP003;1;0;0;NA
GLHF001;1;0;10;NA
GLHF002;1;0;24;NA
GLJF001;1;0;210;NA
GLJF002;1;0;210;NA
GLJF010;1;0;210;NA
GLKP001;1;0;40;NA
GLLB001;1;0;27;NA
GLLD001;1;0;70;NA
GLLD002;1;0;28;NA
GLLD003;1;0;42;NA
GLLD004;1;0;95;NA
GLLD005;1;0;15;NA
GLLD006;1;0;28;NA
GLLD007;1;0;94;NA
GLLD008;1;0;53;NA
GLLD009;1;0;54;NA
GLLD010;1;0;50;NA
GLLD011;1;0;50;NA
GLLD012;1;0;66;NA
GLLD013;1;0;17;NA
GLLD015;1;0;35;NA
GLLD016;1;0;27;NA
GLLD017;1;0;22;NA
GLLD018;1;0;7;NA
GLLD019;1;0;54;NA
GLLD020;1;0;40;NA
GLLD021;1;0;0;NA
GLLP003;1;0;160;NA
GLLP006;1;0;0;NA
GLLP007;1;0;0;NA
GLMF001;1;0;54;NA
GLMP001;1;0;32;NA
GLQD001;1;0;11;NA
GLQD002;1;0;98;NA
GLQD003;1;0;8;NA
GLQD004;1;0;19;NA
GLQD006;1;0;15;NA
GLQD007;1;0;30;NA
GLQF001;1;0;30;NA
GLQL002;1;0;99;NA
GLQP001;1;0;27;NA
GLQP002;1;0;24;NA
GLQP003;1;0;6;NA
GLQP004;1;0;22;NA
GLQP005;1;0;12;Y
GLQP006;1;0;38;NA
GLQP007;1;0;60;Y
GLQP008;1;0;24;NA
GLQP009;1;0;11;NA
GLQP010;1;0;21;NA
GLQP011;1;0;23;NA
GLQP012;1;0;15;NA
GLQP013;1;0;11;NA
GLQP014;1;0;5;NA
GLQP015;1;0;58;NA
GLQP016;1;0;19;NA
GLQP017;1;0;0;NA
GLRP001;1;0;18;NA
GLRP002;1;0;15;NA
GLRP003;1;0;34;NA
GLRP004;1;0;53;NA
HAAA001;1;0;124;Y
HAAA002;1;0;89;Y
HAAA003;1;0;123;Y
HABA001;1;0;338;Y
HACA001;1;0;169;Y
HACA002;1;0;262;Y
HADA001;1;0;147;Y
HADA002;1;0;174;Y
HAFA001;1;0;383;Y
HAFA002;1;0;337;Y
HAFA003;1;0;343;Y
HAFA004;1;0;392;Y
HAFA005;1;0;162;Y
HAFA006;1;0;180;Y
HAFA007;1;0;100;Y
HAFA008;1;0;63;Y
HAFA009;1;0;164;Y
HAFA011;1;0;79;Y
HAFA012;1;0;443;Y
HAFA013;1;0;225;Y
HAFA014;1;0;143;Y
HAFA015;1;0;47;Y
HAFA016;1;0;707;Y
HAFA017;1;0;455;Y
HAFA019;1;0;121;NA
HAFA020;1;0;81;Y
HAFA021;1;0;89;Y
HAFA022;1;0;173;Y
HAFA023;1;0;92;Y
HAFA024;1;0;377;Y
HAFA026;1;0;386;Y
HAFA027;1;0;407;Y
HAFA028;1;0;75;Y
HAFA029;1;0;540;Y
HAFA030;1;0;110;Y
HAFA031;1;0;97;Y
HAFA032;1;0;57;NA
HAFA033;1;0;322;Y
HAFA034;1;0;98;Y
HAHA002;1;0;19;NA
HAHD001;1;0;8;NA
HAHD002;1;0;33;NA
HAHD003;1;0;16;Y
HAJA002;1;0;45;Y
HAJA003;1;0;57;NA
HAJA006;1;0;86;NA
HAJA007;1;0;79;NA
HAJA008;1;0;65;Y
HAJA009;1;0;52;Y
HAJA010;1;0;60;NA
HAJD003;1;0;61;NA
HAJD004;1;0;54;Y
HALD001;1;0;225;NA
HALD002;1;0;101;NA
HALD003;1;0;220;NA
HALD004;1;0;164;NA
HALD005;1;0;469;NA
HAMA001;1;0;114;Y
HAMA002;1;0;244;Y
HAMA003;1;0;124;Y
HAMA004;1;0;131;Y
HAMA005;1;0;855;Y
HAMA006;1;0;396;Y
HAMA007;1;1;244;Y
HAMA007;1;2;111;Y
HAMA008;1;0;105;Y
HAMA010;1;0;156;Y
HAMA011;1;0;314;Y
HAMA012;1;0;153;Y
HAMA014;1;0;384;Y
HAMA015;1;0;361;Y
HAMA016;1;0;172;Y
HAMA017;1;0;536;Y
HAMA018;1;0;232;Y
HAMA020;1;0;291;Y
HAMA021;1;0;249;Y
HAMA023;1;0;249;Y
HAMA024;1;0;248;Y
HAMA025;1;0;316;Y
HAMA026;1;0;185;Y
HAMA027;1;0;111;Y
HAMA028;1;0;41;Y
HAMA029;1;0;172;Y
HAMA030;1;0;108;Y
HAMB001;1;0;39;NA
HAND001;1;0;59;Y
HAND002;1;0;33;Y
HAND003;1;0;82;Y
HAND004;1;0;42;NA
HAND005;1;0;88;Y
HAND006;1;0;70;NA
HANP001;1;0;40;NA
HANP002;1;0;97;NA
HAPA001;1;0;59;Y
HAPA002;1;0;57;NA
HAPA003;1;0;70;NA
HAPA004;1;0;54;Y
HAPD001;1;0;51;NA
HAQX004;1;0;135;NA
HAQX005;1;0;43;NA
HAQX017;1;0;105;NA
HASA001;1;0;330;Y
HASA002;1;0;185;Y
HASA003;1;0;223;Y
HASA004;1;0;545;Y
HASA005;1;0;255;Y
HASA006;1;0;405;Y
HASA007;1;0;414;Y
HASA008;1;0;346;Y
HASA009;1;0;221;Y
HASA010;1;0;578;Y
HASA011;1;0;217;Y
HASA012;1;0;74;Y
HASA013;1;0;107;Y
HASA014;1;0;442;Y
HASA015;1;0;251;Y
HASA016;1;0;554;Y
HASA017;1;0;396;Y
HASA018;1;0;77;Y
HASA019;1;0;272;Y
HASA020;1;0;489;Y
HASA021;1;0;255;Y
HASA022;1;0;396;Y
HASA023;1;0;283;Y
HASA024;1;0;159;Y
HASA025;1;0;119;Y
HASD001;1;0;373;Y
HASD002;1;0;153;Y
HASD003;1;0;72;NA
HASD004;1;0;199;Y
HASD005;1;0;243;Y
HASD006;1;0;185;Y
HASD007;1;0;279;Y
HBAA338;1;0;86;Y
HBBA001;1;0;172;NA
HBBA002;1;0;250;Y
HBBA003;1;0;150;Y
HBBA004;1;0;374;Y
HBBD001;1;0;106;NA
HBBD002;1;0;137;NA
HBBD003;1;0;90;NA
HBBD004;1;0;80;NA
HBBD005;1;0;54;NA
HBBD006;1;0;67;NA
HBBD007;1;0;74;NA
HBBD039;1;0;86;NA
HBBD098;1;0;98;NA
HBBD234;1;0;110;NA
HBBD404;1;0;92;NA
HBBD427;1;0;104;NA
HBDD001;1;0;258;NA
HBDD002;1;0;232;NA
HBDD007;1;0;26;NA
HBDD008;1;0;56;NA
HBDD009;1;0;302;NA
HBDD010;1;0;340;NA
HBDD011;1;0;394;NA
HBDD013;1;0;304;NA
HBDD014;1;0;38;NA
HBDD017;1;0;494;NA
HBDD018;1;0;544;NA
HBED001;1;0;121;Y
HBED002;1;0;586;NA
HBED003;1;0;147;Y
HBED005;1;0;248;Y
HBED007;1;0;680;NA
HBED008;1;0;304;NA
HBED009;1;0;91;NA
HBED010;1;0;270;NA
HBED011;1;0;112;NA
HBED012;1;0;438;NA
HBED013;1;0;498;NA
HBED014;1;0;530;NA
HBED015;1;0;77;NA
HBED016;1;0;136;NA
HBED017;1;0;120;NA
HBED018;1;0;634;NA
HBED019;1;0;160;NA
HBED020;1;0;402;NA
HBED021;1;0;222;Y
HBED022;1;0;220;Y
HBED023;1;0;174;Y
HBED024;1;0;214;Y
HBED025;1;0;474;NA
HBED026;1;0;410;NA
HBED027;1;0;457;NA
HBED028;1;0;401;NA
HBFA003;1;0;140;Y
HBFA004;1;0;121;Y
HBFA005;1;0;100;Y
HBFA006;1;0;86;Y
HBFA007;1;0;98;Y
HBFA008;1;0;108;Y
HBFA009;1;0;86;Y
HBFA010;1;0;98;Y
HBFA011;1;0;108;Y
HBFA012;1;0;100;Y
HBFA013;1;0;92;Y
HBFD001;1;0;141;NA
HBFD003;1;0;161;NA
HBFD006;1;0;72;NA
HBFD008;1;0;172;NA
HBFD010;1;0;87;NA
HBFD011;1;0;117;NA
HBFD014;1;0;99;Y
HBFD015;1;0;106;NA
HBFD017;1;0;89;NA
HBFD019;1;0;115;NA
HBFD021;1;0;112;NA
HBFD024;1;0;216;NA
HBFD032;1;0;102;NA
HBFD033;1;0;92;NA
HBFD035;1;0;108;NA
HBFD150;1;0;166;NA
HBFD297;1;0;165;NA
HBFD326;1;0;104;NA
HBFD395;1;0;108;NA
HBFD458;1;0;89;NA
HBFD474;1;0;137;NA
HBGB001;1;0;51;NA
HBGB002;1;0;184;Y
HBGB003;1;0;140;Y
HBGB004;1;0;217;Y
HBGB005;1;0;86;NA
HBGB006;1;0;80;NA
HBGD001;1;0;212;NA
HBGD002;1;0;86;Y
HBGD003;1;0;96;Y
HBGD004;1;0;94;Y
HBGD005;1;0;99;NA
HBGD007;1;0;144;Y
HBGD008;1;0;88;NA
HBGD009;1;0;80;NA
HBGD010;1;0;122;Y
HBGD011;1;0;101;NA
HBGD012;1;0;117;Y
HBGD014;1;0;105;Y
HBGD015;1;0;137;Y
HBGD016;1;0;73;Y
HBGD017;1;0;150;Y
HBGD018;1;0;75;Y
HBGD021;1;0;193;Y
HBGD022;1;0;75;NA
HBGD025;1;0;146;Y
HBGD026;1;0;97;Y
HBGD027;1;0;72;NA
HBGD028;1;0;105;Y
HBGD029;1;0;168;Y
HBGD030;1;0;167;NA
HBGD031;1;0;73;NA
HBGD032;1;0;97;NA
HBGD033;1;0;316;NA
HBGD034;1;0;99;NA
HBGD035;1;0;50;NA
HBGD036;1;0;66;NA
HBGD037;1;0;55;NA
HBGD038;1;0;218;Y
HBGD039;1;0;68;Y
HBGD040;1;0;144;Y
HBGD042;1;0;75;Y
HBGD043;1;0;72;NA
HBGD044;1;0;81;Y
HBGD045;1;0;196;Y
HBGD047;1;0;105;NA
HBGD054;1;0;105;Y
HBGD057;1;0;120;Y
HBGD060;1;0;137;NA
HBGD062;1;0;169;Y
HBGD064;1;0;125;Y
HBGD065;1;0;70;NA
HBGD067;1;0;207;Y
HBGD076;1;0;105;Y
HBGD078;1;0;130;NA
HBGD080;1;0;221;Y
HBGD093;1;0;95;Y
HBGD102;1;0;144;Y
HBGD105;1;0;270;Y
HBGD106;1;0;99;Y
HBGD111;1;0;110;Y
HBGD113;1;0;199;Y
HBGD117;1;0;168;NA
HBGD122;1;0;280;Y
HBGD123;1;0;131;Y
HBGD126;1;0;137;Y
HBGD133;1;0;125;Y
HBGD142;1;0;151;Y
HBGD145;1;0;169;Y
HBGD146;1;0;138;Y
HBGD148;1;0;225;Y
HBGD159;1;0;151;Y
HBGD160;1;0;95;Y
HBGD169;1;0;118;NA
HBGD171;1;0;167;Y
HBGD174;1;0;115;Y
HBGD181;1;0;179;Y
HBGD190;1;0;182;Y
HBGD191;1;0;291;Y
HBGD193;1;0;243;Y
HBGD197;1;0;157;Y
HBGD199;1;0;183;Y
HBGD201;1;0;146;Y
HBGD206;1;0;151;Y
HBGD210;1;0;210;Y
HBGD218;1;0;118;NA
HBGD231;1;0;165;Y
HBGD233;1;0;220;NA
HBGD235;1;0;210;Y
HBGD245;1;0;262;Y
HBGD247;1;0;151;Y
HBGD258;1;0;197;Y
HBGD261;1;0;171;Y
HBGD262;1;0;319;Y
HBGD263;1;0;85;Y
HBGD278;1;0;190;Y
HBGD279;1;0;176;Y
HBGD280;1;0;90;Y
HBGD281;1;0;160;Y
HBGD282;1;0;141;Y
HBGD283;1;0;269;Y
HBGD284;1;0;65;NA
HBGD285;1;0;230;Y
HBGD287;1;0;123;NA
HBGD299;1;0;137;Y
HBGD300;1;0;105;Y
HBGD309;1;0;60;NA
HBGD311;1;0;203;Y
HBGD312;1;0;144;Y
HBGD316;1;0;161;NA
HBGD319;1;0;79;NA
HBGD322;1;0;88;Y
HBGD333;1;0;164;Y
HBGD338;1;0;236;Y
HBGD345;1;0;249;Y
HBGD349;1;0;186;Y
HBGD356;1;0;131;Y
HBGD358;1;0;146;Y
HBGD359;1;0;232;Y
HBGD362;1;0;100;Y
HBGD372;1;0;194;Y
HBGD374;1;0;216;Y
HBGD382;1;0;144;Y
HBGD385;1;0;201;Y
HBGD386;1;0;137;Y
HBGD396;1;0;172;Y
HBGD397;1;0;214;Y
HBGD402;1;0;128;Y
HBGD403;1;0;109;Y
HBGD414;1;0;256;Y
HBGD415;1;0;111;NA
HBGD416;1;0;176;Y
HBGD418;1;0;228;Y
HBGD420;1;0;118;Y
HBGD422;1;0;112;Y
HBGD430;1;0;176;Y
HBGD438;1;0;235;Y
HBGD441;1;0;249;Y
HBGD453;1;0;111;NA
HBGD459;1;0;105;Y
HBGD461;1;0;184;Y
HBGD462;1;0;75;Y
HBGD464;1;0;80;Y
HBGD465;1;0;158;Y
HBGD466;1;0;105;Y
HBGD468;1;0;136;Y
HBGD475;1;0;223;Y
HBGD480;1;0;133;NA
HBGD489;1;0;85;NA
HBGD492;1;0;129;NA
HBGD497;1;0;92;NA
HBGD499;1;0;177;Y
HBJA003;1;0;140;NA
HBJA171;1;0;0;NA
HBJA247;1;0;0;NA
HBJA634;1;0;0;NA
HBJB001;1;0;63;Y
HBJD001;1;0;124;NA
HBJD003;1;0;83;NA
HBKD005;1;0;91;NA
HBKD140;1;0;345;NA
HBKD212;1;0;216;NA
HBKD213;1;0;302;NA
HBKD244;1;0;388;NA
HBKD300;1;0;173;NA
HBKD396;1;0;87;NA
HBKD431;1;0;130;NA
HBKD462;1;0;259;NA
HBLD001;1;0;97;NA
HBLD002;1;0;125;NA
HBLD003;1;0;144;NA
HBLD004;1;0;63;NA
HBLD005;1;0;174;NA
HBLD006;1;0;97;NA
HBLD007;1;0;153;NA
HBLD008;1;0;86;NA
HBLD009;1;0;61;NA
HBLD012;1;0;101;NA
HBLD013;1;0;157;NA
HBLD015;1;0;155;NA
HBLD017;1;0;123;NA
HBLD018;1;0;170;NA
HBLD019;1;0;151;NA
HBLD020;1;0;129;NA
HBLD021;1;0;140;NA
HBLD022;1;0;166;NA
HBLD023;1;0;390;NA
HBLD024;1;0;285;NA
HBLD025;1;0;134;NA
HBLD026;1;0;238;NA
HBLD027;1;0;260;NA
HBLD028;1;0;123;NA
HBLD029;1;0;307;NA
HBLD030;1;0;657;NA
HBLD031;1;0;443;NA
HBLD032;1;0;358;NA
HBLD033;1;0;317;NA
HBLD034;1;0;112;NA
HBLD035;1;0;529;NA
HBLD036;1;0;272;NA
HBLD037;1;0;80;NA
HBLD038;1;0;213;NA
HBLD039;1;0;210;NA
HBLD040;1;0;386;NA
HBLD043;1;0;386;NA
HBLD045;1;0;65;NA
HBLD046;1;0;570;NA
HBLD047;1;0;473;NA
HBLD048;1;0;550;NA
HBLD049;1;0;350;NA
HBLD050;1;0;134;NA
HBLD051;1;0;195;NA
HBLD052;1;0;90;NA
HBLD053;1;0;130;NA
HBLD056;1;0;30;NA
HBLD057;1;0;30;NA
HBLD073;1;0;272;NA
HBLD075;1;0;273;NA
HBLD078;1;0;33;NA
HBLD079;1;0;299;NA
HBLD083;1;0;277;NA
HBLD084;1;0;33;NA
HBLD088;1;0;390;NA
HBLD090;1;0;153;NA
HBLD093;1;0;390;NA
HBLD101;1;0;260;NA
HBLD112;1;0;316;NA
HBLD118;1;0;443;NA
HBLD123;1;0;142;NA
HBLD131;1;0;230;NA
HBLD132;1;0;210;NA
HBLD138;1;0;268;NA
HBLD148;1;0;151;NA
HBLD158;1;0;272;NA
HBLD171;1;0;570;NA
HBLD178;1;0;390;NA
HBLD179;1;0;390;NA
HBLD199;1;0;529;NA
HBLD203;1;0;307;NA
HBLD215;1;0;161;NA
HBLD217;1;0;473;NA
HBLD224;1;0;132;NA
HBLD227;1;0;390;NA
HBLD231;1;0;156;NA
HBLD232;1;0;171;NA
HBLD236;1;0;307;NA
HBLD240;1;0;249;NA
HBLD245;1;0;153;NA
HBLD259;1;0;427;NA
HBLD261;1;0;153;NA
HBLD262;1;0;166;NA
HBLD270;1;0;147;NA
HBLD308;1;0;324;NA
HBLD318;1;0;272;NA
HBLD321;1;0;390;NA
HBLD332;1;0;247;NA
HBLD349;1;0;293;NA
HBLD350;1;0;272;NA
HBLD364;1;0;118;NA
HBLD370;1;0;285;NA
HBLD371;1;0;137;NA
HBLD403;1;0;272;NA
HBLD411;1;0;390;NA
HBLD414;1;0;390;NA
HBLD418;1;0;272;NA
HBLD425;1;0;390;NA
HBLD435;1;0;290;NA
HBLD452;1;0;255;NA
HBLD453;1;0;390;NA
HBLD465;1;0;390;NA
HBLD466;1;0;390;NA
HBLD470;1;0;281;NA
HBLD474;1;0;264;NA
HBLD476;1;0;127;NA
HBLD486;1;0;80;NA
HBLD490;1;0;80;NA
HBLD491;1;0;272;NA
HBLD492;1;0;285;NA
HBLD610;1;0;0;NA
HBLD634;1;0;272;NA
HBLD680;1;0;272;NA
HBLD724;1;0;80;NA
HBLD734;1;0;272;NA
HBLD745;1;0;153;NA
HBLD750;1;0;390;NA
HBLD785;1;0;390;NA
HBMA001;1;0;142;Y
HBMA003;1;0;144;Y
HBMA004;1;0;172;Y
HBMA006;1;0;100;Y
HBMD001;1;0;80;NA
HBMD002;1;0;98;NA
HBMD003;1;0;50;NA
HBMD004;1;0;146;NA
HBMD005;1;0;101;NA
HBMD006;1;0;70;NA
HBMD007;1;0;123;NA
HBMD008;1;0;82;NA
HBMD009;1;0;93;NA
HBMD012;1;0;91;NA
HBMD014;1;0;52;NA
HBMD015;1;0;99;NA
HBMD016;1;0;67;NA
HBMD017;1;0;87;NA
HBMD018;1;0;72;NA
HBMD019;1;0;95;NA
HBMD020;1;0;78;NA
HBMD038;1;0;127;NA
HBMD039;1;0;135;NA
HBMD040;1;0;125;NA
HBMD041;1;0;135;NA
HBMD042;1;0;103;NA
HBMD043;1;0;152;NA
HBMD044;1;0;60;NA
HBMD045;1;0;185;NA
HBMD046;1;0;165;NA
HBMD047;1;0;70;NA
HBMD048;1;0;117;NA
HBMD049;1;0;102;NA
HBMD050;1;0;125;NA
HBMD051;1;0;165;NA
HBMD052;1;0;146;NA
HBMD053;1;0;72;NA
HBMD054;1;0;143;NA
HBMD055;1;0;177;NA
HBMD056;1;0;136;NA
HBMD057;1;0;102;NA
HBMD058;1;0;94;NA
HBMD059;1;0;155;NA
HBMD060;1;0;156;NA
HBMD061;1;0;69;NA
HBMD062;1;0;44;NA
HBMD063;1;0;59;NA
HBMD064;1;0;168;NA
HBMD065;1;0;123;NA
HBMD066;1;0;61;NA
HBMD067;1;0;92;NA
HBMD068;1;0;74;NA
HBMD069;1;0;202;NA
HBMD070;1;0;45;NA
HBMD071;1;0;59;NA
HBMD072;1;0;15;NA
HBMD073;1;0;22;NA
HBMD074;1;0;30;NA
HBMD075;1;0;184;NA
HBMD076;1;0;89;NA
HBMD077;1;0;135;NA
HBMD078;1;0;54;NA
HBMD079;1;0;134;NA
HBMD080;1;0;89;NA
HBMD081;1;0;31;NA
HBMD082;1;0;11;NA
HBMD083;1;0;101;NA
HBMD084;1;0;33;NA
HBMD085;1;0;153;NA
HBMD086;1;0;65;NA
HBMD087;1;0;34;NA
HBMD110;1;0;146;NA
HBMD114;1;0;130;NA
HBMD134;1;0;603;NA
HBMD174;1;0;646;NA
HBMD188;1;0;173;NA
HBMD198;1;0;302;NA
HBMD200;1;0;603;NA
HBMD226;1;0;517;NA
HBMD228;1;0;388;NA
HBMD245;1;0;259;NA
HBMD249;1;0;87;NA
HBMD281;1;0;560;NA
HBMD283;1;0;259;NA
HBMD286;1;0;431;NA
HBMD289;1;0;290;NA
HBMD292;1;0;130;NA
HBMD298;1;0;646;NA
HBMD312;1;0;274;NA
HBMD322;1;0;173;NA
HBMD329;1;0;474;NA
HBMD339;1;0;194;NA
HBMD342;1;0;11;NA
HBMD349;1;0;162;NA
HBMD351;1;0;168;NA
HBMD356;1;0;80;NA
HBMD373;1;0;345;NA
HBMD386;1;0;178;NA
HBMD387;1;0;560;NA
HBMD400;1;0;306;NA
HBMD404;1;0;216;NA
HBMD410;1;0;474;NA
HBMD425;1;0;345;NA
HBMD429;1;0;517;NA
HBMD432;1;0;216;NA
HBMD433;1;0;15;NA
HBMD438;1;0;226;NA
HBMD439;1;0;302;NA
HBMD444;1;0;388;NA
HBMD449;1;0;258;NA
HBMD459;1;0;210;NA
HBMD460;1;0;168;NA
HBMD469;1;0;130;NA
HBMD479;1;0;15;NA
HBMD481;1;0;242;NA
HBMD485;1;0;431;NA
HBMD488;1;0;114;NA
HBMD490;1;0;11;NA
HBMD689;1;0;15;NA
HBMD776;1;0;11;NA
HBMP001;1;0;30;NA
HBPA001;1;0;137;Y
HBPD001;1;0;156;Y
HBPD002;1;0;101;Y
HBQD001;1;0;119;NA
HBQH001;1;0;50;NA
HBQH002;1;0;40;NA
HBQH003;1;0;60;NA
HBQH004;1;0;27;NA
HBQH005;1;0;21;NA
HBQK001;1;0;15;NA
HBQK002;1;0;31;NA
HBQK040;1;0;27;NA
HBQK041;1;0;66;NA
HBQK046;1;0;47;NA
HBQK061;1;0;18;NA
HBQK065;1;0;51;NA
HBQK093;1;0;62;NA
HBQK142;1;0;44;NA
HBQK191;1;0;21;NA
HBQK303;1;0;36;NA
HBQK331;1;0;25;NA
HBQK389;1;0;18;NA
HBQK424;1;0;55;NA
HBQK428;1;0;33;NA
HBQK430;1;0;40;NA
HBQK443;1;0;29;NA
HBQK476;1;0;59;NA
HBQK480;1;0;36;NA
HBSD001;1;0;53;NA
HCAE192;1;0;178;NA
HCAE201;1;0;84;NA
HCCA001;1;0;140;Y
HCCA002;1;0;90;Y
HCCD001;1;0;288;Y
HCEA001;1;0;120;Y
HCFA001;1;0;187;Y
HCFA002;1;0;362;Y
HCFA003;1;0;91;Y
HCFA004;1;0;167;Y
HCFA005;1;0;596;Y
HCFA006;1;0;486;Y
HCFA007;1;0;94;Y
HCFA008;1;0;375;Y
HCFA009;1;0;486;Y
HCFA010;1;0;555;Y
HCFA011;1;0;150;Y
HCFA012;1;0;516;Y
HCFA013;1;0;652;Y
HCGA001;1;0;50;Y
HCGA002;1;0;130;Y
HCGA003;1;0;75;NA
HCGA109;1;0;186;Y
HCGA130;1;0;192;Y
HCGA223;1;0;216;Y
HCGA374;1;0;109;Y
HCGE188;1;0;132;Y
HCGE271;1;0;190;Y
HCHA001;1;0;46;NA
HCHA002;1;0;13;Y
HCHB001;1;0;12;NA
HCJA001;1;0;50;NA
HCLD001;1;0;18;NA
HCNE083;1;0;41;NA
HCNM900;1;0;50;NA
HCNM901;1;0;50;NA
HCPA001;1;0;50;Y
HCQE427;1;0;84;NA
HCQH001;1;0;29;NA
HCQH002;1;0;70;NA
HCQL001;1;0;78;NA
HCQM001;1;0;31;NA
HCQX004;1;0;82;NA
HCSA001;1;0;86;Y
HDAA002;1;0;171;Y
HDAA003;1;0;187;Y
HDCA001;1;0;146;Y
HDCA002;1;0;162;Y
HDFA001;1;0;403;Y
HDFA002;1;0;179;Y
HDFA003;1;0;440;Y
HDFA004;1;0;347;Y
HDFA005;1;0;454;Y
HDFA006;1;0;403;Y
HDFA007;1;0;801;Y
HDFA008;1;0;409;Y
HDFA009;1;0;171;Y
HDFA010;1;0;468;Y
HDFA011;1;0;406;Y
HDFA012;1;0;420;Y
HDFA013;1;0;784;Y
HDFA014;1;0;234;Y
HDFA015;1;0;248;Y
HDFA016;1;0;288;Y
HDFA017;1;0;465;Y
HDFA018;1;0;170;Y
HDFA019;1;0;442;Y
HDFA020;1;0;40;Y
HDFA021;1;0;180;Y
HDFA022;1;0;84;Y
HDFE001;1;0;80;Y
HDFE002;1;0;60;Y
HDFE003;1;0;72;Y
HDGA001;1;0;220;Y
HDGE001;1;0;56;Y
HDGE002;1;0;15;Y
HDJA001;1;0;34;Y
HDJD001;1;0;32;Y
HDJD002;1;0;26;Y
HDMA001;1;0;141;Y
HDMA002;1;0;132;Y
HDMA004;1;0;162;Y
HDMA005;1;0;112;Y
HDMA006;1;0;141;Y
HDMA007;1;0;200;Y
HDMA008;1;0;191;Y
HDMA009;1;0;213;Y
HDMA010;1;0;171;Y
HDNE001;1;0;66;Y
HDNE002;1;0;60;Y
HDPA001;1;0;164;Y
HDPE001;1;0;92;Y
HDPE002;1;0;110;Y
HDQE001;1;0;40;Y
HDQP002;1;0;36;NA
